"#","Game","Release date","Price","Score rank(Userscore / Metascore)","Owners","Playtime (Median)","Developer(s)","Publisher(s)"
"4813","Beastmancer","Oct 5, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Autarca","Autarca"
"4817","Discovering Space 2","Mar 10, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Discovering VR","Discovering VR"
"4820","Age of Gladiators II: Death League","Sep 21, 2017","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Creative Storm Entertainment","Creative Storm Entertainment"
"4822","Prevent The Fall","Jul 31, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","D.W.S","D.W.S."
"4823","Castle of Shikigami","Jun 15, 2017","$11.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cosmo Machia, Alfa System","KOMODO"
"4828","JCB Pioneer: Mars","Sep 1, 2017","$24.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Atomicom","GamesCo"
"4829","BlobCat","Aug 31, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BySamb","BySamb"
"4830","Tacopocalypse","Mar 14, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cherry Pie Games","Cherry Pie Games"
"4832","Train Bandit","Oct 12, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Rusty Moyher","Wild Rooster"
"4834","Think To Die 3","Mar 27, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","FelGC.GamesDevelopment","FelGC.GamesDevelopment"
"4839","ProjectM : Daydream","Sep 4, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","EVR Studio","EVR Studio"
"4841","猎人物语","Oct 11, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","洋葱头科技","洋葱头科技"
"4842","Drive Isle","Aug 15, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Roadfactory","Roadfactory"
"4847","Mystika 3 : Awakening of the dragons","Jun 23, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Unikgame","Unikware"
"4848","Semispheres","Feb 14, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Vivid Helix","Vivid Helix"
"4849","PacaPlus","Mar 30, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PacoProject","Sekai Project"
"4851","Block Survival: Legend of the Lost Islands","Jul 14, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Battle Blockyverse Studios","Battle Blockyverse Studios"
"4852","Lucid Trips","Jan 12, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nico Uthe, Sara Lisa Vogl, Julian Heinken, VR Nerds","Sara Lisa Vogl, VR Nerds"
"4854","Darkarta: A Broken Heart's Quest Standard Edition","Aug 28, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tuttifrutti Interactive","Tuttifrutti Interactive"
"4855","Trendpoker 3D: Texas Hold'em Poker","Dec 12, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BufoProject","BufoProject"
"4856","Out of Ammo: Death Drive","Aug 16, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RocketWerkz","RocketWerkz"
"4857","PlayClaw :: Overlays, Game Recording & Streaming","Nov 20, 2017","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Eduard Kozadaev","Eduard Kozadaev"
"4859","Precursors","Feb 3, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Deep Shadows","GFI"
"4860","The Wisbey Mystery","Jan 18, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Argali Entertainment","RunServer"
"4863","Trackless","Sep 12, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","12 East Games","12 East Games"
"4864","A Clockwork Ley-Line: The Borderline of Dusk","Dec 18, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Unison Shift: Blossom","Sekai Project"
"4865","Miles & Kilo","Nov 30, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Michael Burns","Michael Burns"
"4866","ReThink | Evolved","Sep 15, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Yaeko","Yaeko"
"4867","Try Hard Parking","Jan 3, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","gearspecs","gearspecs"
"4868","Greedy Guns","Sep 1, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tio Atum","Tio Atum"
"4869","Game Tengoku CruisinMix Special","Nov 29, 2017","$29.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","CITY CONNECTION, KADOKAWA CORPORATION","KOMODO"
"4870","Nancy Drew: Labyrinth of Lies","Feb 13, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","HeR Interactive","HeR Interactive"
"4871","Jump To Die!!","Feb 9, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","WnMStudio","WnMStudio"
"4872","Ancient Go","May 30, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Hart Laboratories LLC","Hart Laboratories LLC"
"4873","Armor Clash II","Apr 3, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Windforce","Windforce"
"4874","Vostok Inc.","Jul 26, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nosebleed Interactive","Wired Productions"
"4875","VR SUPER SPORTS","Mar 13, 2017","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SAT-BOX","SAT-BOX"
"4878","Yissa Deep Realms","Nov 23, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","PixelGreeds","PixelGreeds"
"4879","Crowtel Renovations","Jan 6, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","SinksAdventure","SinksAdventure"
"4882","Marshmallow Melee","Oct 6, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","TriHelix LLC","TriHelix LLC"
"4883","TITAN SLAYER","Apr 27, 2017","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","COLOPL, Inc.","COLOPL, Inc."
"4884","ELMIA","Dec 8, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","AECRNIA","AnelaGamesStudio"
"4885","Zombie Solitaire 2 Chapter 1","Jun 30, 2017","$1.07","N/A (N/A)","0 .. 20,000","00:00 (00:00)","rokaplay","rokaplay"
"4886","Attack Of Insects","Sep 1, 2017","$1.74","N/A (N/A)","0 .. 20,000","00:00 (00:00)","BadWolf Games","HandMade Games"
"4887","World of One","Jun 8, 2017","$3.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Grimwood Team","Grimwood Team"
"4890","The Last Birdling","Aug 31, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","InvertMouse","InvertMouse"
"4892","One Strike","Nov 3, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Retro Reactor","Retro Reactor"
"4893","88 Heroes","Mar 24, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bitmap Bureau","Rising Star Games"
"4896","Lacuna Passage","May 17, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Candescent Games","Candescent Games"
"4897","Gorescript","Jun 15, 2017","$5.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Sergiu Bucur","Sergiu Bucur"
"4898","Beyond Eden","Oct 6, 2017","$34.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Studio Pieplus","Studio Pieplus"
"4900","Golf for Workgroups","Apr 6, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Cryptic Sea","Devolver Digital"
"4902","Spellspire","May 23, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","10tons Ltd","10tons Ltd"
"4905","aMAZE 3D","Jul 13, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blender Games","Blender Games"
"4908","Wild Wolf","Dec 28, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Altai Game Studio","Altai Game Studio"
"4909","Forest Legends: The Call of Love Collector's Edition","Dec 20, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alawar Stargaze","Alawar Casual"
"4910","DYE","Feb 23, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bat Country Games, LLC","Bat Country Games, LLC"
"4911","Lazaretto","May 19, 2017","$6.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Iron Monkey",""
"4915","Orange Moon","Sep 27, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Betelgeuse Zero","Betelgeuse Zero"
"4916","Morphite","Sep 20, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Crescent Moon Games, We're Five Games, Blowfish Studios","Crescent Moon Games"
"4919","Delicious - Emily's Hopes and Fears","Jan 2, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Blue Giraffe","GameHouse"
"4921","Magical Squash","Nov 10, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","RISING GAME","RISING GAME"
"4922","Bars and Balance","Nov 10, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Mykhail Konokh","Mykhail Konokh"
"4923","Cybermotion","Jul 28, 2017","$7.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Lukayson","Lukayson"
"4929","Tricone Lab","Jul 27, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Josh Singer","Josh Singer"
"4930","Counter Fight: Samurai Edition","Jun 7, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Tricol Co., Ltd.","Tricol Co., Ltd."
"4931","EvilMorph","Feb 3, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","ClickGames","ClickGames"
"4932","Dreamstones","Nov 9, 2017","$2.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Windybeard","Windybeard"
"4933","Puzzle Chambers","Dec 1, 2017","$0.59","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Entertainment Forge","GrabTheGames"
"4934","StepX","Sep 26, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LillyWelland inc.","Bitlock Studio"
"4936","Crossroad Mysteries: The Broken Deal","Sep 1, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","N-Tri Studio","N-Tri Studio"
"4937","One Gun: Cat","Sep 30, 2017","$10.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Erow.Dev","Erow.Dev"
"4939","Uncharted Waters II","Oct 17, 2017","$12.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
"4940","Beauty Bounce","Feb 22, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Dharker Studios","Dharker Studios"
"4942","Battlesloths 2025: The Great Pizza Wars","Jun 6, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Invisible Collective","Invisible Collective"
"4944","Fidget Spinner In Space","Nov 14, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Nikita ""Ghost_RUS""","Ghost_RUS Games"
"4945","LongStory","Dec 6, 2017","$14.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Bloom Digital Media","Bloom Digital Media"
"4946","Vzerthos: The Heir of Thunder","Jan 19, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","DarkDes Labs","DarkDes Labs"
"4947","Starway Fleet","Aug 29, 2017","$9.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","StormCube Games","StormCube Games"
"4948","Killers and Thieves","May 23, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Alex Thomas","Stoic"
"4949","Slowdrive","Apr 27, 2017","$4.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","onebraverobot","onebraverobot"
"4950","The Quarter Game","Dec 8, 2017","$0.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","LAME Dimension, Flying Pudding Studios","LAME Dimension"
"4951","Romance of the Three Kingdoms V with Power Up Kit","Apr 18, 2017","$19.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","KOEI TECMO GAMES CO., LTD.","KOEI TECMO GAMES CO., LTD."
"4952","Fjong","Sep 11, 2017","$1.99","N/A (N/A)","0 .. 20,000","00:00 (00:00)","VaragtP","VaragtP"
"4960","Auto Age: Standoff","Sep 21, 2017","N/A","N/A (N/A)","0 .. 20,000","00:00 (00:00)","Phantom Compass","Phantom Compass"
